encoding,iteration,n_value,episode,seed,total_reward,final_reward,steps,epsilon,q_state_count,success,converged
one_hot,0,5,1,1,-40.0,-40.0,64,0.4,14,False,False
one_hot,0,5,2,1,-40.0,-40.0,44,0.396,16,False,False
one_hot,0,5,3,1,-30.0,-40.0,31,0.39204,32,False,False
one_hot,0,5,4,1,-40.0,-40.0,8,0.3881196,35,False,False
one_hot,0,5,5,1,-10.0,-40.0,27,0.384238404,42,False,False
one_hot,0,5,6,1,-40.0,-40.0,28,0.38039601996,42,False,False
one_hot,0,5,7,1,-10.0,-40.0,14,0.3765920597604,44,False,False
one_hot,0,5,8,1,-10.0,-40.0,110,0.372826139162796,61,False,False
one_hot,0,5,9,1,-40.0,-40.0,8,0.36909787777116804,61,False,False
one_hot,0,5,10,1,-10.0,-40.0,158,0.36540689899345635,76,False,False
one_hot,0,5,11,1,-10.0,-40.0,31,0.36175283000352176,76,False,False
one_hot,0,5,12,1,-40.0,-40.0,13,0.35813530170348656,76,False,False
one_hot,0,5,13,1,10.0,-40.0,18,0.3545539486864517,81,False,False
one_hot,0,5,14,1,10.0,-40.0,97,0.35100840919958715,85,False,False
one_hot,0,5,15,1,-30.0,-40.0,34,0.34749832510759127,90,False,False
one_hot,0,5,16,1,10.0,-40.0,28,0.34402334185651534,91,False,False
one_hot,0,5,17,1,-40.0,-40.0,20,0.3405831084379502,91,False,False
one_hot,0,5,18,1,-40.0,-40.0,25,0.33717727735357067,92,False,False
one_hot,0,5,19,1,-40.0,-40.0,6,0.33380550458003494,92,False,False
one_hot,0,5,20,1,-40.0,-40.0,38,0.33046744953423457,92,False,False
one_hot,0,5,21,1,10.0,-40.0,55,0.32716277503889224,96,False,False
one_hot,0,5,22,1,-10.0,-40.0,21,0.3238911472885033,96,False,False
one_hot,0,5,23,1,10.0,-40.0,77,0.3206522358156183,102,False,False
one_hot,0,5,24,1,10.0,-40.0,24,0.31744571345746214,102,False,False
one_hot,0,5,25,1,-10.0,-40.0,115,0.3142712563228875,103,False,False
one_hot,0,5,26,1,-40.0,-40.0,7,0.3111285437596586,103,False,False
