encoding,iteration,n_value,episode,seed,total_reward,final_reward,steps,epsilon,q_state_count,success,converged
numerical,0,5,1,2,-30.0,-40.0,42,0.4,15,False,False
numerical,0,5,2,2,-30.0,-40.0,25,0.396,20,False,False
numerical,0,5,3,2,-30.0,-40.0,40,0.39204,22,False,False
numerical,0,5,4,2,10.0,-40.0,84,0.3881196,29,False,False
numerical,0,5,5,2,10.0,-40.0,26,0.384238404,31,False,False
numerical,0,5,6,2,10.0,-40.0,38,0.38039601996,41,False,False
numerical,0,5,7,2,10.0,-40.0,54,0.3765920597604,42,False,False
numerical,0,5,8,2,10.0,-40.0,44,0.372826139162796,47,False,False
numerical,0,5,9,2,10.0,-40.0,20,0.36909787777116804,47,False,False
numerical,0,5,10,2,10.0,-40.0,57,0.36540689899345635,50,False,False
numerical,0,5,11,2,10.0,-40.0,26,0.36175283000352176,51,False,False
numerical,0,5,12,2,10.0,-40.0,14,0.35813530170348656,51,False,False
numerical,0,5,13,2,10.0,-40.0,22,0.3545539486864517,52,False,False
numerical,0,5,14,2,10.0,-40.0,32,0.35100840919958715,53,False,False
numerical,0,5,15,2,30.0,-40.0,199,0.34749832510759127,78,False,False
numerical,0,5,16,2,10.0,-40.0,24,0.34402334185651534,78,False,False
numerical,0,5,17,2,10.0,-40.0,25,0.3405831084379502,78,False,False
numerical,0,5,18,2,10.0,-40.0,20,0.33717727735357067,78,False,False
numerical,0,5,19,2,10.0,-40.0,100,0.33380550458003494,80,False,False
numerical,0,5,20,2,10.0,-40.0,47,0.33046744953423457,80,False,False
numerical,0,5,21,2,30.0,-40.0,94,0.32716277503889224,92,False,False
numerical,0,5,22,2,10.0,-40.0,19,0.3238911472885033,92,False,False
numerical,0,5,23,2,10.0,-40.0,13,0.3206522358156183,92,False,False
numerical,0,5,24,2,-30.0,-40.0,5,0.31744571345746214,92,False,False
numerical,0,5,25,2,-30.0,-40.0,10,0.3142712563228875,92,False,False
numerical,0,5,26,2,30.0,-40.0,57,0.3111285437596586,95,False,False
numerical,0,5,27,2,10.0,-40.0,14,0.308017258322062,95,False,False
numerical,0,5,28,2,30.0,-40.0,74,0.3049370857388414,97,False,False
numerical,0,5,29,2,10.0,-40.0,23,0.30188771488145294,97,False,False
numerical,0,5,30,2,30.0,-40.0,33,0.2988688377326384,97,False,False
numerical,0,5,31,2,10.0,-40.0,16,0.295880149355312,97,False,False
numerical,0,5,32,2,-30.0,-40.0,10,0.2929213478617589,97,False,False
numerical,0,5,33,2,30.0,-40.0,55,0.2899921343831413,98,False,False
numerical,0,5,34,2,10.0,-40.0,38,0.2870922130393099,98,False,False
numerical,0,5,35,2,30.0,-40.0,38,0.2842212909089168,98,False,False
numerical,0,5,36,2,30.0,-40.0,60,0.28137907799982764,100,False,False
numerical,0,5,37,2,10.0,-40.0,16,0.27856528721982937,100,False,False
numerical,0,5,38,2,30.0,-40.0,36,0.2757796343476311,100,False,False
numerical,0,5,39,2,10.0,-40.0,36,0.27302183800415475,100,False,False
numerical,0,5,40,2,30.0,-40.0,43,0.2702916196241132,101,False,False
numerical,0,5,41,2,-30.0,-40.0,5,0.26758870342787205,101,False,False
numerical,0,5,42,2,30.0,-40.0,111,0.2649128163935933,103,False,False
numerical,0,5,43,2,10.0,-40.0,15,0.2622636882296574,103,False,False
numerical,0,5,44,2,220.0,110.0,56,0.2596410513473608,106,True,False
numerical,0,5,45,2,240.0,110.0,50,0.25704464083388723,108,True,False
numerical,0,5,46,2,-30.0,-40.0,8,0.25447419442554836,108,False,False
numerical,0,5,47,2,10.0,-40.0,17,0.2519294524812929,109,False,False
numerical,0,5,48,2,30.0,-40.0,62,0.24941015795647997,109,False,False
numerical,0,5,49,2,260.0,110.0,105,0.24691605637691516,110,True,False
numerical,0,5,50,2,30.0,-40.0,47,0.24444689581314602,110,False,False
numerical,0,5,51,2,-30.0,-40.0,5,0.24200242685501455,110,False,False
