step,x,y,monitor_progress,phase,phase_label,hover_count_display
99,-0.0642374008893966,0.3689801394939422,4.0,4,Landing,2
100,-0.0635248199105262,0.3564611673355102,4.0,4,Landing,2
101,-0.0627540573477745,0.3443648815155029,4.0,4,Landing,2
102,-0.0620582588016986,0.3316803276538849,4.0,4,Landing,2
103,-0.0612628944218158,0.3197860717773437,4.0,4,Landing,2
104,-0.060561466962099,0.3087638318538666,4.0,4,Landing,2
105,-0.0598601326346397,0.2971416413784027,4.0,4,Landing,2
106,-0.0592030510306358,0.2860050201416015,4.0,4,Landing,2
107,-0.0585689544677734,0.2751334309577942,4.0,4,Landing,2
108,-0.0578635223209857,0.2647486925125122,4.0,4,Landing,2
109,-0.0573016181588172,0.255029022693634,4.0,4,Landing,2
110,-0.0567397102713584,0.2447094470262527,4.0,4,Landing,2
111,-0.0561927780508995,0.2351756691932678,4.0,4,Landing,2
112,-0.0556346885859966,0.2263140827417373,4.0,4,Landing,2
113,-0.0550765022635459,0.216852456331253,4.0,4,Landing,2
114,-0.054384708404541,0.2080041021108627,4.0,4,Landing,2
115,-0.0537567138671875,0.1993141770362854,4.0,4,Landing,2
116,-0.0532282814383506,0.1909702122211456,4.0,4,Landing,2
117,-0.0526998527348041,0.1820262968540191,4.0,4,Landing,2
118,-0.0523341186344623,0.1734161227941513,4.0,4,Landing,2
119,-0.051820658147335,0.1654260009527206,4.0,4,Landing,2
120,-0.0512951835989952,0.1582786589860916,4.0,4,Landing,2
121,-0.0507697090506553,0.1505313664674759,4.0,4,Landing,2
122,-0.0502044670283794,0.1436952501535415,4.0,4,Landing,2
123,-0.0496392250061035,0.1362592279911041,4.0,4,Landing,2
124,-0.0491145141422748,0.1287820190191269,4.0,4,Landing,2
125,-0.048683263361454,0.1220099776983261,4.0,4,Landing,2
126,-0.0482669845223426,0.1151907294988632,4.0,4,Landing,2
127,-0.047701071947813,0.1085756868124008,4.0,4,Landing,2
128,-0.0471774116158485,0.1026813387870788,4.0,4,Landing,2
129,-0.0467198379337787,0.0971971824765205,4.0,4,Landing,2
130,-0.0464520454406738,0.0925601124763488,4.0,4,Landing,2
131,-0.0461841598153114,0.0873230099678039,4.0,4,Landing,2
132,-0.0459163673222065,0.0814859494566917,4.0,4,Landing,2
133,-0.0457902923226356,0.0762790292501449,4.0,4,Landing,2
134,-0.0456643104553222,0.0704720839858055,4.0,4,Landing,2
135,-0.0453786849975585,0.0648578256368637,4.0,4,Landing,2
136,-0.0451823249459266,0.0593812577426433,4.0,4,Landing,2
137,-0.0450937263667583,0.0539583303034305,4.0,4,Landing,2
138,-0.0450321212410926,0.0485785342752933,4.0,4,Landing,2
139,-0.0450861938297748,0.043541345745325,4.0,4,Landing,2
140,-0.0450321212410926,0.0390023328363895,4.0,4,Landing,2
141,-0.0451428405940532,0.0348175875842571,4.0,4,Landing,2
142,-0.0452534668147563,0.030032955110073,4.0,4,Landing,2
143,-0.0454181656241416,0.0259060002863407,4.0,4,Landing,2
144,-0.0455827713012695,0.0211790185421705,4.0,4,Landing,2
145,-0.045783519744873,0.0166939347982406,4.0,4,Landing,2
146,-0.046170424669981,0.0130172343924641,4.0,4,Landing,2
147,-0.0465572364628315,0.0087405061349272,4.0,4,Landing,2
148,-0.047072984278202,0.0046369768679142,4.0,4,Landing,2
149,-0.0474578849971294,0.0012312508188188,4.0,4,Landing,2
150,-0.0478427894413471,-0.0027743959799408,4.0,4,Landing,2
151,-0.0482911095023155,-0.0049673342145979,4.0,4,Landing,2
152,-0.0487451553344726,-0.006506242789328,4.0,4,Landing,2
153,-0.0491746887564659,-0.0074231647886335,4.0,4,Landing,2
154,-0.0494916923344135,-0.0078085446730256,4.0,4,Landing,2
155,-0.0497003570199012,-0.0076730395667254,4.0,4,Landing,2
156,-0.0498873703181743,-0.0071184299886226,4.0,4,Landing,2
157,-0.0501100532710552,-0.0062140966765582,4.0,4,Landing,2
158,-0.050356101244688,-0.0050297402776777,4.0,4,Landing,2
159,-0.0506904609501361,-0.0039473795332014,4.0,4,Landing,2
160,-0.0510149970650672,-0.0029833579901605,4.0,4,Landing,2
161,-0.051319696009159,-0.002247359836474,4.0,4,Landing,2
162,-0.0515787117183208,-0.0017662430182099,4.0,4,Landing,2
163,-0.0517857559025287,-0.0015014553209766,4.0,4,Landing,2
164,-0.0519387237727642,-0.0013692044885829,4.0,4,Landing,2
165,-0.0520359054207801,-0.0012747549917548,4.0,4,Landing,2
166,-0.0520770065486431,-0.0012743973638862,4.0,4,Landing,2
167,-0.0520756728947162,-0.0012750411406159,4.0,4,Landing,2
168,-0.0520618446171283,-0.0012750411406159,4.0,4,Landing,2
169,-0.0520533546805381,-0.001274969545193,4.0,4,Landing,2
170,-0.0520523078739643,-0.001274969545193,4.0,4,Landing,2
171,-0.0520544052124023,-0.001274969545193,4.0,4,Landing,2
172,-0.0520560257136821,-0.001274969545193,4.0,4,Landing,2
173,-0.0520565025508403,-0.001274969545193,4.0,4,Landing,2
174,-0.0520562157034873,-0.001274969545193,4.0,4,Landing,2
175,-0.0520559325814247,-0.001274969545193,4.0,4,Landing,2
176,-0.0520558357238769,-0.001274969545193,4.0,4,Landing,2
177,-0.0520558357238769,-0.001274969545193,4.0,4,Landing,2
178,-0.0520559325814247,-0.001274969545193,4.0,4,Landing,2
179,-0.0520559325814247,-0.001274969545193,4.0,4,Landing,2
180,-0.0520559325814247,-0.001274969545193,4.0,4,Landing,2
181,-0.0520559325814247,-0.001274969545193,4.0,4,Landing,2
182,-0.0520559325814247,-0.001274969545193,4.0,4,Landing,2
183,-0.0520559325814247,-0.001274969545193,4.0,4,Landing,2
184,-0.0520559325814247,-0.001274969545193,4.0,4,Landing,2
185,-0.0520559325814247,-0.001274969545193,4.0,4,Landing,2
186,-0.0520559325814247,-0.001274969545193,4.0,4,Landing,2
187,-0.0520559325814247,-0.001274969545193,4.0,4,Landing,2
188,-0.0520559325814247,-0.001274969545193,4.0,4,Landing,2
189,-0.0520559325814247,-0.001274969545193,4.0,4,Landing,2
190,-0.0520559325814247,-0.001274969545193,4.0,4,Landing,2
191,-0.0520559325814247,-0.001274969545193,5.0,5,Success,0
