step,reactor_concentration,target_concentration,reactor_temperature,coolant_action_normalized,coolant_temperature,reward,base_reward,rml_reward,tracking_error,temperature_violation,cumulative_temperature_violation,heating_rate,in_soak_band,overshoot,heating_rate_exceeded,past_deadline,deadline_expired,stable_step,warning_events,critical_failure,max_stable_steps,first_stable_step,monitor_phase,rml_monitor_state_normalized,rml_monitor_state_unencoded_normalized,monitor_soak_steps,monitor_violation_steps,monitor_success,monitor_failed,terminated,truncated
30,0.6701695656389358,0.5,343.3119563747557,0.004165546037256718,300.20827730186284,-0.18541411308502653,-0.18541411308502653,0.0,0.17016956563893582,0.0,0.0,0.13499458711964962,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
31,0.6661372827931654,0.5,343.4397272899033,0.0036683622747659683,300.1834181137383,-0.1814794604889224,-0.1814794604889224,0.0,0.16613728279316542,0.0,0.0,0.1277709151476074,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
32,0.6622358236025658,0.5,343.5605417759357,0.0033119982108473778,300.16559991054237,-0.1777152698283219,-0.1777152698283219,0.0,0.16223582360256583,0.0,0.0,0.12081448603237277,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
33,0.6584656823203469,0.5,343.6746561530988,0.0030845776200294495,300.1542288810015,-0.1741177561732385,-0.1741177561732385,0.0,0.15846568232034686,0.0,0.0,0.11411437716310502,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
34,0.6548269195649894,0.5,343.7823181960725,0.00297513697296381,300.1487568486482,-0.17068311256141142,-0.17068311256141142,0.0,0.1548269195649894,0.0,0.0,0.10766204297368631,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
35,0.6513191993567048,0.5,343.8837691690568,0.0029735295102000237,300.14867647551,-0.16740748308137454,-0.16740748308137454,0.0,0.1513191993567048,0.0,0.0,0.10145097298430983,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
36,0.6479418224796104,0.5,343.9792453290741,0.0030702995136380196,300.1535149756819,-0.16428694467324534,-0.16428694467324534,0.0,0.1479418224796104,0.0,0.0,0.09547616001731285,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
37,0.6446937569402835,0.5,344.06897896928245,0.0032565798610448837,300.16282899305224,-0.16131749658710065,-0.16131749658710065,0.0,0.14469375694028352,0.0,0.0,0.08973364020835106,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
38,0.6415736661036368,0.5,344.1531991575551,0.0035240259021520615,300.1762012951076,-0.1584950550677715,-0.1584950550677715,0.0,0.14157366610363675,0.0,0.0,0.08422018827263855,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
39,0.6385799349881863,0.5,344.2321321179425,0.0038647446781396866,300.193237233907,-0.15581545385066908,-0.15581545385066908,0.0,0.13857993498818633,0.0,0.0,0.07893296038741937,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
40,0.6357106950641982,0.5,344.30600148234413,0.004271270707249641,300.2135635353625,-0.15327444717366445,-0.15327444717366445,0.0,0.1357106950641982,0.0,0.0,0.07386936440161662,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
41,0.63296384763251,0.5,344.3750285252464,0.004736561328172684,300.23682806640863,-0.15086771344416644,-0.15086771344416644,0.0,0.13296384763251,0.0,0.0,0.06902704290229167,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
42,0.6303370861699253,0.5,344.43943184501,0.005253894254565239,300.26269471272826,-0.14859086711223166,-0.14859086711223166,0.0,0.13033708616992534,0.0,0.0,0.06440331976358493,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
43,0.6278279177442067,0.5,344.4994274353677,0.005816944874823093,300.29084724374115,-0.1464394657654263,-0.1464394657654263,0.0,0.12782791774420665,0.0,0.0,0.05999559035768698,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
44,0.6254336836085926,0.5,344.55522813105995,0.006419668905436993,300.32098344527185,-0.1444090259128248,-0.1444090259128248,0.0,0.12543368360859264,0.0,0.0,0.05580069569225543,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
45,0.623151579112129,0.5,344.6070434817376,0.0070563871413469315,300.35281935706735,-0.14249503362974472,-0.14249503362974472,0.0,0.12315157911212904,0.0,0.0,0.05181535067765708,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
46,0.6209786728353903,0.5,344.6550792378001,0.00772171001881361,300.3860855009407,-0.14069296025350064,-0.14069296025350064,0.0,0.12097867283539032,0.0,0.0,0.048035756062517976,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
47,0.6189119250938904,0.5,344.699537022373,0.00841057300567627,300.4205286502838,-0.13899827608049176,-0.13899827608049176,0.0,0.11891192509389037,0.0,0.0,0.04445778457289862,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
48,0.6169482055790898,0.5,344.74061408778886,0.009118245914578438,300.4559122957289,-0.13740646267699141,-0.13740646267699141,0.0,0.1169482055790898,0.0,0.0,0.04107706541583411,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
49,0.6150843104784383,0.5,344.7785025092256,0.0098402239382267,300.49201119691133,-0.13591303260441273,-0.13591303260441273,0.0,0.11508431047843826,0.0,0.0,0.037888421436719,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
50,0.61331697895498,0.5,344.8133891216301,0.010572364553809166,300.52861822769046,-0.13451354009916772,-0.13451354009916772,0.0,0.11331697895498005,0.0,0.0,0.03488661240453439,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
51,0.6116429087666857,0.5,344.84545496489926,0.01131078228354454,300.5655391141772,-0.13320359680778682,-0.13320359680778682,0.0,0.1116429087666857,0.0,0.0,0.03206584326915163,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
52,0.6100587710402814,0.5,344.8748752695863,0.012051939964294434,300.6025969982147,-0.1319788811047975,-0.1319788811047975,0.0,0.11005877104028139,0.0,0.0,0.029420304687050702,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
53,0.6085612239556637,0.5,344.9018192462727,0.012792592868208885,300.63962964341044,-0.13083514849988753,-0.13083514849988753,0.0,0.1085612239556637,0.0,0.0,0.026943976686368387,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
54,0.6071469259666253,0.5,344.92644929360694,0.013529671356081963,300.6764835678041,-0.1297682495827104,-0.1297682495827104,0.0,0.10714692596662534,0.0,0.0,0.024630047334255778,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
55,0.605812548215274,0.5,344.9489213221143,0.014260480180382729,300.71302400901914,-0.12877413492341,-0.12877413492341,0.0,0.10581254821527397,0.0,0.0,0.02247202850736585,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
56,0.6045547857303373,0.5,344.96938451871836,0.014982568100094795,300.74912840500474,-0.12784886375783025,-0.12784886375783025,0.0,0.10455478573033727,0.0,0.0,0.020463196604055156,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
57,0.603370367816299,0.5,344.987981260945,0.01569374091923237,300.7846870459616,-0.12698861174599466,-0.12698861174599466,0.0,0.10337036781629905,0.0,0.0,0.018596742226634433,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
58,0.602256067677618,0.5,345.0048468864436,0.016392018646001816,300.8196009323001,-0.12618967967980038,-0.12618967967980038,0.0,0.10225606767761797,0.0,0.0,0.01686562549861037,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
59,0.601208711032556,0.5,345.02011003846326,0.01707572489976883,300.85378624498844,-0.12544849512975542,-0.12544849512975542,0.0,0.10120871103255602,0.0,0.0,0.015263152019656445,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
60,0.6002251837002779,0.5,345.0338925296933,0.017743373289704323,300.8871686644852,-0.1247616175525887,-0.1247616175525887,0.0,0.10022518370027789,0.0,0.0,0.013782491230017513,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
61,0.5993024384126686,0.5,345.0463094876759,0.018393704667687416,300.91968523338437,-0.12412574107689688,-0.12412574107689688,0.0,0.09930243841266861,0.0,0.0,0.01241695798262299,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
62,0.598437500854226,0.5,345.05746928596875,0.01902562938630581,300.9512814693153,-0.12353769842435426,-0.12353769842435426,0.0,0.09843750085422598,0.0,0.0,0.01115979829285152,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
63,0.5976274748555835,0.5,345.067473903295,0.019638290628790855,300.98191453143954,-0.12299446010777683,-0.12299446010777683,0.0,0.09762747485558354,0.0,0.0,0.010004617326274001,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
64,0.5968695467164876,0.5,345.07641896435234,0.020230984315276146,301.0115492157638,-0.12249313525614114,-0.12249313525614114,0.0,0.09686954671648762,0.0,0.0,0.008945061057318071,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
65,0.5961609888531194,0.5,345.0843939580046,0.020803177729249,301.04015888646245,-0.12203097115830769,-0.12203097115830769,0.0,0.09616098885311941,0.0,0.0,0.007974993652283047,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
66,0.5954991626296188,0.5,345.0914825512288,0.02135450951755047,301.0677254758775,-0.12160535058474485,-0.12160535058474485,0.0,0.09549916262961877,0.0,0.0,0.007088593224182205,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
67,0.5948815204678207,0.5,345.09776277486213,0.021884748712182045,301.0942374356091,-0.12121378972407604,-0.12121378972407604,0.0,0.09488152046782072,0.0,0.0,0.006280223633325477,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
68,0.594305607393151,0.5,345.10330722012685,0.022393783554434776,301.11968917772174,-0.12085393616561416,-0.12085393616561416,0.0,0.09430560739315097,0.0,0.0,0.005544445264717979,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
69,0.5937690621339089,0.5,345.1081831358686,0.02288159169256687,301.14407958462834,-0.1205235676481179,-0.1205235676481179,0.0,0.0937690621339089,0.0,0.0,0.004875915741763492,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
70,0.5932696176136327,0.5,345.11245292116246,0.023348301649093628,301.1674150824547,-0.12022058658432803,-0.12022058658432803,0.0,0.09326961761363273,0.0,0.0,0.004269785293843142,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
71,0.5928051008473822,0.5,345.11617426234983,0.023794110864400864,301.18970554322004,-0.11994301634435736,-0.11994301634435736,0.0,0.09280510084738225,0.0,0.0,0.003721341187372218,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
72,0.5923734324279282,0.5,345.1194004690581,0.024219313636422157,301.2109656818211,-0.11968899675460196,-0.11968899675460196,0.0,0.09237343242792817,0.0,0.0,0.0032262067082911017,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
73,0.5919726256521606,0.5,345.12218058485723,0.02462424896657467,301.23121244832873,-0.11945678087180571,-0.11945678087180571,0.0,0.09197262565216058,0.0,0.0,0.0027801157991120817,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
74,0.5916007853491931,0.5,345.1245597040237,0.025009332224726677,301.25046661123633,-0.11924473046340471,-0.11924473046340471,0.0,0.09160078534919314,0.0,0.0,0.0023791191664486178,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
75,0.5912561063036789,0.5,345.1265792623401,0.025375040248036385,301.2687520124018,-0.11905131055053264,-0.11905131055053264,0.0,0.09125610630367886,0.0,0.0,0.002019558316419534,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
76,0.5909368714856225,0.5,345.128277113417,0.02572186477482319,301.28609323874116,-0.11887508620530296,-0.11887508620530296,0.0,0.09093687148562246,0.0,0.0,0.0016978510769263266,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
77,0.5906414499501049,0.5,345.1296880576873,0.026050390675663948,301.3025195337832,-0.11871471553692026,-0.11871471553692026,0.0,0.09064144995010492,0.0,0.0,0.0014109442702761044,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
78,0.5903682945753981,0.5,345.1308436954679,0.026361161842942238,301.3180580921471,-0.11856894728253561,-0.11856894728253561,0.0,0.09036829457539808,0.0,0.0,0.001155637780584584,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
79,0.590115939715664,0.5,345.1317729201844,0.0266548004001379,301.3327400200069,-0.11843661524725155,-0.11843661524725155,0.0,0.090115939715664,0.0,0.0,0.0009292247165149092,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
80,0.5898829985420854,0.5,345.1325020631086,0.02693193219602108,301.34659660980105,-0.1183166328103196,-0.1183166328103196,0.0,0.08988299854208537,0.0,0.0,0.0007291429241718106,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
81,0.5896681605222133,0.5,345.13305481621927,0.02719314582645893,301.35965729132295,-0.1182079916077871,-0.1182079916077871,0.0,0.08966816052221327,0.0,0.0,0.0005527531106963579,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
82,0.5894701887094516,0.5,345.13345284477606,0.027439119294285774,301.3719559647143,-0.11810975431690791,-0.11810975431690791,0.0,0.08947018870945156,0.0,0.0,0.00039802855678772175,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
83,0.5892879168295982,0.5,345.13371570800086,0.02767048217356205,301.3835241086781,-0.11802105058664487,-0.11802105058664487,0.0,0.08928791682959825,0.0,0.0,0.00026286322480473245,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
84,0.5891202465799565,0.5,345.13386095838496,0.027887852862477303,301.39439264312387,-0.1179410750828435,-0.1179410750828435,0.0,0.08912024657995654,0.0,0.0,0.00014525038409374247,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
85,0.5889661447976305,0.5,345.1339045146918,0.02809188701212406,301.4045943506062,-0.11786908173638956,-0.11786908173638956,0.0,0.08896614479763054,0.0,0.0,4.355630682084666e-05,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
86,0.5888246405994096,0.5,345.1338606157858,0.028283195570111275,301.41415977850556,-0.11780438063874629,-0.11780438063874629,0.0,0.08882464059940964,0.0,0.0,-4.389890597167323e-05,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
87,0.5886948226692007,0.5,345.13374197888515,0.02846238575875759,301.4231192879379,-0.11774633535286319,-0.11774633535286319,0.0,0.0886948226692007,0.0,0.0,-0.00011863690065183619,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
88,0.5885758363289909,0.5,345.13356024022704,0.028630109503865242,301.43150547519326,-0.11769435614619149,-0.11769435614619149,0.0,0.08857583632899091,0.0,0.0,-0.00018173865811377254,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
89,0.5884668808308685,0.5,345.13332550116763,0.02878689579665661,301.43934478983283,-0.11764790058272354,-0.11764790058272354,0.0,0.08846688083086851,0.0,0.0,-0.0002347390594081844,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
90,0.5883672068071097,0.5,345.1330468950138,0.028933348134160042,301.446667406708,-0.11760646929547382,-0.11760646929547382,0.0,0.08836720680710974,0.0,0.0,-0.00027860615381314346,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
91,0.5882761135773363,0.5,345.13273247314606,0.029070010408759117,301.45350052043796,-0.1175696024440599,-0.1175696024440599,0.0,0.08827611357733633,0.0,0.0,-0.0003144218677562094,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
92,0.5881929466130427,0.5,345.1323894104681,0.02919743023812771,301.4598715119064,-0.1175368771157553,-0.1175368771157553,0.0,0.08819294661304267,0.0,0.0,-0.00034306267798456247,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
93,0.5881170950735748,0.5,345.13202397423754,0.029316114261746407,301.4658057130873,-0.11750790520092817,-0.11750790520092817,0.0,0.08811709507357479,0.0,0.0,-0.00036543623053830743,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
94,0.5880479893801389,0.5,345.13164178564597,0.029426584020256996,301.47132920101285,-0.11748232982893056,-0.11748232982893056,0.0,0.08804798938013891,0.0,0.0,-0.00038218859157268525,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
95,0.5879850989279414,0.5,345.13124762297457,0.02952929027378559,301.4764645136893,-0.11745982461138887,-0.11745982461138887,0.0,0.08798509892794137,0.0,0.0,-0.000394162671398135,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
96,0.5879279299348582,0.5,345.1308457012243,0.029624706134200096,301.48123530671,-0.11744009105583342,-0.11744009105583342,0.0,0.0879279299348582,0.0,0.0,-0.00040192175026732,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
97,0.5878760231537846,0.5,345.13043981463994,0.02971329726278782,301.4856648631394,-0.11742285437440657,-0.11742285437440657,0.0,0.08787602315378462,0.0,0.0,-0.00040588658436035985,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
98,0.5878289519149753,0.5,345.13003298021596,0.029795432463288307,301.4897716231644,-0.11740786515208547,-0.11740786515208547,0.0,0.0878289519149753,0.0,0.0,-0.00040683442398403713,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
99,0.587786320187225,0.5,345.1296280177535,0.029871562495827675,301.4935781247914,-0.11739489495028142,-0.11739489495028142,0.0,0.08778632018722499,0.0,0.0,-0.000404962462482672,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
100,0.5877477606203737,0.5,345.1292271809697,0.029942037537693977,301.4971018768847,-0.11738373540159601,-0.11738373540159601,0.0,0.0877477606203737,0.0,0.0,-0.00040083678379687626,True,False,False,True,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
101,0.5877129327900444,0.5,345.12883249100787,0.030007245019078255,301.5003622509539,-0.11737419640672167,-0.11737419640672167,0.0,0.08771293279004444,0.0,0.0,-0.00039468996180858085,True,False,False,False,True,False,0,False,0,-1,none,,,0,0,False,False,False,False
102,0.5876815213958303,0.5,345.12844564959596,0.030067527666687965,301.5033763833344,-0.11736610406396926,-0.11736610406396926,0.0,0.0876815213958303,0.0,0.0,-0.00038684141190969967,True,False,False,False,True,False,0,False,0,-1,none,,,0,0,False,False,False,False
103,0.5876532347531365,0.5,345.12806792368553,0.030123183503746986,301.50615917518735,-0.11735930161348541,-0.11735930161348541,0.0,0.08765323475313647,0.0,0.0,-0.00037772591042539716,True,False,False,False,True,False,0,False,0,-1,none,,,0,0,False,False,False,False
104,0.5876278033308071,0.5,345.12770037847395,0.030174532905220985,301.50872664526105,-0.11735364720631848,-0.11735364720631848,0.0,0.08762780333080711,0.0,0.0,-0.00036754521158854914,True,False,False,False,True,False,0,False,0,-1,none,,,0,0,False,False,False,False
105,0.5876049781972154,0.5,345.1273439281437,0.030221881344914436,301.5110940672457,-0.11734901123246497,-0.11734901123246497,0.0,0.08760497819721536,0.0,0.0,-0.00035645033023001815,True,False,False,False,True,False,0,False,0,-1,none,,,0,0,False,False,False,False
