step,reactor_concentration,target_concentration,reactor_temperature,coolant_action_normalized,coolant_temperature,reward,base_reward,rml_reward,tracking_error,temperature_violation,cumulative_temperature_violation,heating_rate,in_soak_band,overshoot,heating_rate_exceeded,past_deadline,deadline_expired,stable_step,warning_events,critical_failure,max_stable_steps,first_stable_step,monitor_phase,rml_monitor_state_normalized,rml_monitor_state_unencoded_normalized,monitor_soak_steps,monitor_violation_steps,monitor_success,monitor_failed,terminated,truncated
0,0.8,0.5,331.0,nan,302.5,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
1,0.8001640767807501,0.5,331.80136905173936,0.3504422605037689,310.5,-0.44511150261428467,-0.44511150261428467,0.0,0.3001640767807501,0.0,0.0,0.801369051739357,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
2,0.7993975800706331,0.5,333.32324109684834,0.3441154956817627,317.20577478408813,-0.4590579107667441,-0.4590579107667441,0.0,0.2993975800706331,0.0,0.0,1.521872045108978,False,False,True,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
3,0.7974181856275118,0.5,334.7013375071298,0.30823200941085815,315.4116004705429,-0.42569251601953684,-0.42569251601953684,0.0,0.29741818562751177,0.0,0.0,1.3780964102814437,False,False,True,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
4,0.7943479393625046,0.5,335.86756145843793,0.2566796541213989,312.83398270606995,-0.3921027702246238,-0.3921027702246238,0.0,0.2943479393625046,0.0,0.0,1.1662239513081545,False,False,True,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
5,0.7903609944969113,0.5,336.85578048302665,0.21080277860164642,310.5401389300823,-0.3645626957361433,-0.3645626957361433,0.0,0.29036099449691133,0.0,0.0,0.9882190245887159,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
6,0.7856224616074119,0.5,337.7035805195805,0.17233991622924805,308.6169958114624,-0.34210804637295056,-0.34210804637295056,0.0,0.2856224616074119,0.0,0.0,0.8478000365538492,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
7,0.780277762256354,0.5,338.44096942026425,0.14036250114440918,307.01812505722046,-0.3233751556879704,-0.3233751556879704,0.0,0.28027776225635403,0.0,0.0,0.7373889006837544,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
8,0.7744519735849171,0.5,339.09070112097237,0.11371983587741852,305.6859917938709,-0.3073315705138665,-0.3073315705138665,0.0,0.27445197358491713,0.0,0.0,0.6497317007081165,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
9,0.7682516501691441,0.5,339.66986865949366,0.09140945225954056,304.570472612977,-0.2932556391733617,-0.2932556391733617,0.0,0.2682516501691441,0.0,0.0,0.5791675385212898,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
10,0.7617672715158138,0.5,340.19131857425646,0.07261638343334198,303.6308191716671,-0.2806504267155291,-0.2806504267155291,0.0,0.2617672715158138,0.0,0.0,0.5214499147627976,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
11,0.7550756948505664,0.5,340.66474056239196,0.056693047285079956,302.834652364254,-0.269173789794638,-0.269173789794638,0.0,0.25507569485056636,0.0,0.0,0.47342198813549885,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
12,0.7482423763110314,0.5,341.0974790772085,0.04312952235341072,302.15647611767054,-0.2585890798466048,-0.2585890798466048,0.0,0.2482423763110314,0.0,0.0,0.432738514816549,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
13,0.74132328379408,0.5,341.49513122428084,0.03152529150247574,301.5762645751238,-0.24873159553498542,-0.24873159553498542,0.0,0.24132328379407997,0.0,0.0,0.39765214707233554,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
14,0.7343664967871943,0.5,341.8619886021043,0.0215657539665699,301.0782876983285,-0.2394859602341059,-0.2394859602341059,0.0,0.23436649678719434,0.0,0.0,0.3668573778234645,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
15,0.7274135197898144,0.5,342.2013636602156,0.013002957217395306,300.65014786086977,-0.23077084343987223,-0.23077084343987223,0.0,0.2274135197898144,0.0,0.0,0.33937505811127266,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
16,0.7205003467516651,0.5,342.51583424193024,0.005640815012156963,300.28204075060785,-0.2225285691438797,-0.2225285691438797,0.0,0.22050034675166508,0.0,0.0,0.3144705817146587,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
17,0.7136583146600349,0.5,342.8074272473269,-0.0006767129525542259,299.9661643523723,-0.21471797759032363,-0.21471797759032363,0.0,0.21365831466003493,0.0,0.0,0.29159300539669175,False,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
18,0.7069147824842089,0.5,343.0777581146767,-0.006074738688766956,299.69626306556165,-0.20730947074702197,-0.20730947074702197,0.0,0.20691478248420891,0.0,0.0,0.2703308673497986,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
19,0.7002936670853225,0.5,343.3281375515609,-0.010654568672180176,299.467271566391,-0.20028153018604242,-0.20028153018604242,0.0,0.20029366708532248,0.0,0.0,0.2503794368842023,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
20,0.6938158634602603,0.5,343.5596536063603,-0.014499292708933353,299.27503536455333,-0.1936182423792551,-0.1936182423792551,0.0,0.19381586346026025,0.0,0.0,0.23151605479938553,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
21,0.6874995720288894,0.5,343.7732359099583,-0.017677996307611465,299.1161001846194,-0.18730750314179595,-0.18730750314179595,0.0,0.18749957202888945,0.0,0.0,0.21358230359800245,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
22,0.6813605528632859,0.5,343.96970436760057,-0.020249400287866592,298.98752998560667,-0.1813397300236435,-0.1813397300236435,0.0,0.1813605528632859,0.0,0.0,0.19646845764225418,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
23,0.6754123234635414,0.5,344.1498078186243,-0.02226429060101509,298.88678546994925,-0.17570689377038926,-0.17570689377038926,0.0,0.1754123234635414,0.0,0.0,0.18010345102374004,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
24,0.6696663137925615,0.5,344.31425269770506,-0.023767787963151932,298.8116106018424,-0.17040182030303552,-0.17040182030303552,0.0,0.16966631379256147,0.0,0.0,0.16444487908074734,True,False,False,False,False,False,0,False,0,-1,none,,,0,0,False,False,False,False
