encoding,iteration,n_value,episode,seed,total_reward,final_reward,steps,epsilon,q_state_count,success,converged
simple,0,5,1,1,-40.0,-40.0,64,0.4,14,False,False
simple,0,5,2,1,-40.0,-40.0,44,0.396,16,False,False
simple,0,5,3,1,-20.0,-40.0,31,0.39204,32,False,False
simple,0,5,4,1,-40.0,-40.0,8,0.3881196,35,False,False
simple,0,5,5,1,-20.0,-40.0,11,0.384238404,38,False,False
simple,0,5,6,1,-40.0,-40.0,8,0.38039601996,38,False,False
simple,0,5,7,1,-40.0,-40.0,23,0.3765920597604,38,False,False
simple,0,5,8,1,-40.0,-40.0,12,0.372826139162796,38,False,False
simple,0,5,9,1,-20.0,-40.0,13,0.36909787777116804,41,False,False
simple,0,5,10,1,-40.0,-40.0,17,0.36540689899345635,41,False,False
simple,0,5,11,1,-20.0,-40.0,48,0.36175283000352176,54,False,False
simple,0,5,12,1,0.0,-40.0,33,0.35813530170348656,64,False,False
simple,0,5,13,1,-40.0,-40.0,7,0.3545539486864517,64,False,False
simple,0,5,14,1,-20.0,-40.0,35,0.35100840919958715,67,False,False
simple,0,5,15,1,-20.0,-40.0,138,0.34749832510759127,84,False,False
simple,0,5,16,1,20.0,0.0,200,0.34402334185651534,102,False,False
simple,0,5,17,1,-20.0,-40.0,52,0.3405831084379502,103,False,False
simple,0,5,18,1,-20.0,-40.0,55,0.33717727735357067,109,False,False
simple,0,5,19,1,-20.0,-40.0,38,0.33380550458003494,113,False,False
simple,0,5,20,1,0.0,-40.0,50,0.33046744953423457,116,False,False
simple,0,5,21,1,-40.0,-40.0,5,0.32716277503889224,116,False,False
simple,0,5,22,1,-40.0,-40.0,5,0.3238911472885033,116,False,False
simple,0,5,23,1,0.0,-40.0,25,0.3206522358156183,123,False,False
simple,0,5,24,1,-20.0,-40.0,31,0.31744571345746214,123,False,False
simple,0,5,25,1,-20.0,-40.0,17,0.3142712563228875,123,False,False
simple,0,5,26,1,-40.0,-40.0,7,0.3111285437596586,123,False,False
simple,0,5,27,1,-20.0,-40.0,22,0.308017258322062,123,False,False
simple,0,5,28,1,-20.0,-40.0,73,0.3049370857388414,131,False,False
simple,0,5,29,1,0.0,-40.0,20,0.30188771488145294,132,False,False
simple,0,5,30,1,-40.0,-40.0,7,0.2988688377326384,132,False,False
simple,0,5,31,1,20.0,-40.0,132,0.295880149355312,144,False,False
simple,0,5,32,1,0.0,-40.0,30,0.2929213478617589,145,False,False
simple,0,5,33,1,-40.0,-40.0,13,0.2899921343831413,146,False,False
simple,0,5,34,1,20.0,-40.0,58,0.2870922130393099,148,False,False
simple,0,5,35,1,-40.0,-40.0,7,0.2842212909089168,148,False,False
simple,0,5,36,1,-40.0,-40.0,9,0.28137907799982764,148,False,False
simple,0,5,37,1,-20.0,-40.0,21,0.27856528721982937,148,False,False
simple,0,5,38,1,20.0,-40.0,37,0.2757796343476311,156,False,False
simple,0,5,39,1,0.0,-40.0,16,0.27302183800415475,158,False,False
simple,0,5,40,1,0.0,-40.0,14,0.2702916196241132,159,False,False
simple,0,5,41,1,20.0,-40.0,33,0.26758870342787205,159,False,False
simple,0,5,42,1,-20.0,-40.0,18,0.2649128163935933,159,False,False
simple,0,5,43,1,20.0,-40.0,25,0.2622636882296574,159,False,False
simple,0,5,44,1,20.0,-40.0,24,0.2596410513473608,163,False,False
simple,0,5,45,1,0.0,-40.0,44,0.25704464083388723,168,False,False
simple,0,5,46,1,20.0,-40.0,62,0.25447419442554836,176,False,False
simple,0,5,47,1,0.0,-40.0,16,0.2519294524812929,177,False,False
simple,0,5,48,1,-20.0,-40.0,39,0.24941015795647997,178,False,False
simple,0,5,49,1,-40.0,-40.0,5,0.24691605637691516,178,False,False
simple,0,5,50,1,0.0,-40.0,24,0.24444689581314602,182,False,False
simple,0,5,51,1,0.0,-40.0,41,0.24200242685501455,187,False,False
simple,0,5,52,1,-20.0,-40.0,25,0.2395824025864644,189,False,False
simple,0,5,53,1,40.0,-40.0,86,0.23718657856059977,207,False,False
simple,0,5,54,1,20.0,-40.0,50,0.23481471277499377,213,False,False
simple,0,5,55,1,0.0,-40.0,32,0.23246656564724383,214,False,False
simple,0,5,56,1,-40.0,-40.0,9,0.2301418999907714,214,False,False
simple,0,5,57,1,-20.0,-40.0,88,0.22784048099086368,217,False,False
simple,0,5,58,1,60.0,0.0,200,0.22556207618095503,229,False,False
simple,0,5,59,1,20.0,-40.0,66,0.22330645541914548,233,False,False
simple,0,5,60,1,-20.0,-40.0,31,0.22107339086495403,233,False,False
simple,0,5,61,1,0.0,-40.0,23,0.2188626569563045,233,False,False
simple,0,5,62,1,20.0,-40.0,60,0.21667403038674146,236,False,False
simple,0,5,63,1,40.0,-40.0,112,0.21450729008287406,240,False,False
simple,0,5,64,1,170.0,110.0,86,0.21236221718204532,245,True,False
simple,0,5,65,1,20.0,-40.0,41,0.21023859501022485,247,False,False
simple,0,5,66,1,-20.0,-40.0,108,0.2081362090601226,253,False,False
simple,0,5,67,1,0.0,-40.0,12,0.20605484696952137,253,False,False
simple,0,5,68,1,-20.0,-40.0,15,0.20399429849982614,253,False,False
simple,0,5,69,1,0.0,-40.0,10,0.20195435551482788,253,False,False
simple,0,5,70,1,-20.0,-40.0,13,0.1999348119596796,253,False,False
simple,0,5,71,1,-40.0,-40.0,5,0.19793546384008281,253,False,False
simple,0,5,72,1,0.0,-40.0,45,0.195956109201682,257,False,False
simple,0,5,73,1,20.0,-40.0,35,0.19399654810966518,259,False,False
simple,0,5,74,1,0.0,-40.0,17,0.19205658262856853,262,False,False
simple,0,5,75,1,-20.0,-40.0,16,0.19013601680228284,262,False,False
simple,0,5,76,1,20.0,-40.0,50,0.18823465663426,264,False,False
simple,0,5,77,1,40.0,0.0,200,0.18635231006791741,274,False,False
simple,0,5,78,1,20.0,-40.0,39,0.18448878696723825,274,False,False
simple,0,5,79,1,190.0,110.0,41,0.18264389909756587,276,True,False
simple,0,5,80,1,170.0,110.0,58,0.18081746010659022,280,True,False
simple,0,5,81,1,20.0,-40.0,173,0.1790092855055243,286,False,False
simple,0,5,82,1,0.0,-40.0,24,0.17721919265046907,288,False,False
simple,0,5,83,1,0.0,-40.0,21,0.17544700072396438,292,False,False
simple,0,5,84,1,40.0,-40.0,130,0.17369253071672475,308,False,False
simple,0,5,85,1,190.0,110.0,35,0.1719556054095575,308,True,False
simple,0,5,86,1,20.0,-40.0,96,0.17023604935546194,308,False,False
simple,0,5,87,1,80.0,0.0,200,0.1685336888619073,314,False,False
simple,0,5,88,1,20.0,-40.0,26,0.16684835197328823,314,False,False
simple,0,5,89,1,190.0,110.0,75,0.16517986845355534,314,True,False
simple,0,5,90,1,40.0,-40.0,91,0.1635280697690198,314,False,False
simple,0,5,91,1,20.0,-40.0,99,0.1618927890713296,314,False,False
simple,0,5,92,1,20.0,-40.0,101,0.1602738611806163,314,False,False
simple,0,5,93,1,0.0,-40.0,26,0.15867112256881014,317,False,False
simple,0,5,94,1,0.0,-40.0,16,0.15708441134312204,317,False,False
simple,0,5,95,1,20.0,-40.0,67,0.1555135672296908,323,False,False
simple,0,5,96,1,20.0,-40.0,27,0.15395843155739392,330,False,False
simple,0,5,97,1,170.0,110.0,27,0.15241884724181998,330,True,False
simple,0,5,98,1,170.0,110.0,40,0.15089465876940178,330,True,False
