encoding,iteration,n_value,episode,seed,total_reward,final_reward,steps,epsilon,q_state_count,success,converged
simple,0,5,1,4,-40.0,-40.0,15,0.4,7,False,False
simple,0,5,2,4,0.0,-40.0,38,0.396,22,False,False
simple,0,5,3,4,0.0,-40.0,51,0.39204,28,False,False
simple,0,5,4,4,-40.0,-40.0,16,0.3881196,29,False,False
simple,0,5,5,4,0.0,-40.0,14,0.384238404,31,False,False
simple,0,5,6,4,20.0,-40.0,51,0.38039601996,47,False,False
simple,0,5,7,4,-20.0,-40.0,28,0.3765920597604,52,False,False
simple,0,5,8,4,0.0,-40.0,30,0.372826139162796,60,False,False
simple,0,5,9,4,0.0,-40.0,40,0.36909787777116804,74,False,False
simple,0,5,10,4,0.0,-40.0,17,0.36540689899345635,79,False,False
simple,0,5,11,4,20.0,-40.0,48,0.36175283000352176,91,False,False
simple,0,5,12,4,-20.0,-40.0,17,0.35813530170348656,94,False,False
simple,0,5,13,4,-20.0,-40.0,13,0.3545539486864517,97,False,False
simple,0,5,14,4,-40.0,-40.0,16,0.35100840919958715,97,False,False
simple,0,5,15,4,0.0,-40.0,45,0.34749832510759127,104,False,False
simple,0,5,16,4,20.0,-40.0,43,0.34402334185651534,113,False,False
simple,0,5,17,4,0.0,-40.0,25,0.3405831084379502,116,False,False
simple,0,5,18,4,-20.0,-40.0,22,0.33717727735357067,118,False,False
simple,0,5,19,4,20.0,-40.0,24,0.33380550458003494,121,False,False
simple,0,5,20,4,0.0,-40.0,13,0.33046744953423457,121,False,False
simple,0,5,21,4,20.0,-40.0,72,0.32716277503889224,129,False,False
simple,0,5,22,4,0.0,-40.0,47,0.3238911472885033,132,False,False
simple,0,5,23,4,-40.0,-40.0,3,0.3206522358156183,132,False,False
simple,0,5,24,4,0.0,-40.0,26,0.31744571345746214,133,False,False
simple,0,5,25,4,0.0,-40.0,92,0.3142712563228875,133,False,False
simple,0,5,26,4,-20.0,-40.0,11,0.3111285437596586,134,False,False
